type,title,release_year,rating,duration,listed_in,description,show_id,director,cast,country,date_added
Movie,12 Dates of Christmas,2011,TV-PG,88 min,"Comedy, Family, Fantasy","Setup on a Christmas Eve date, a woman must relive the date over and over.",s712,James Hayman,"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata",United States,"Tuesday, November 12, 2019"
Movie,Almost Angels,1962,TV-PG,90 min,"Coming of Age, Drama, Family",A working-class youth tries to fit in when with the famed Vienna Boys' Choir.,s725,Steve Previn,"Vincent Winter, Sean Scully, Peter Weck, Hans Holt, Bruni Löbel, Fritz Eckhardt",United States,"Tuesday, November 12, 2019"
Movie,Annie,1999,TV-PG,91 min,"Drama, Family, Musical",Annie escapes a “hard-knock life” and finds a bighearted billionaire.,s730,Rob Marshall,"Kathy Bates, Alan Cumming, Audra McDonald, Kristin Chenoweth, Victor Garber, Vic Polizos",United States,"Tuesday, November 12, 2019"
Movie,Apollo: Missions To The Moon,2019,TV-PG,95 min,"Documentary, Family, Historical","With rare archival footage, this film sheds new light on an incredible time in human history.",s731,Tom Jennings,"Neil Armstrong, Buzz Aldrin",United States,"Tuesday, November 12, 2019"
Movie,Avatar,2009,PG-13,162 min,"Action-Adventure, Science Fiction",A man embarks on an adventure to an exotic world that he learns to call home & fights to protect.,s736,James Cameron,"Sam Worthington, Zoë Saldana, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi",United States,"Tuesday, November 12, 2019"
Movie,Babes in the Woods,1932,TV-Y7,8 min,"Animation, Family, Fantasy",Two children wander the forest and get lured into a witch's house. See details for advisory.,s737,Burt Gillett,,United States,"Tuesday, November 12, 2019"
Movie,Babes in Toyland,1961,TV-PG,106 min,"Family, Fantasy, Musical",Villainous Barnaby tries to spoil Tom Piper and Mary Contrary's wedding.,s738,Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Tommy Kirk, Kevin Corcoran",United States,"Tuesday, November 12, 2019"
Movie,Before the Flood,2016,TV-14,96 min,Documentary,Leonardo DiCaprio searches for answers on the issue of climate change.,s747,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",United States,"Tuesday, November 12, 2019"
Movie,Bizarre Dinosaurs,2009,TV-PG,46 min,"Animals & Nature, Documentary, Family","Which dinosaurs were the strangest of the strange, and how did they get that way?",s753,Jenny Kubo,Peter Cullen,United States,"Tuesday, November 12, 2019"
Movie,Breaking2,2017,TV-PG,55 min,"Documentary, Sports",Three of the world’s most elite distance runners set out to break the 2-hour marathon barrier.,s763,Martin Roe,"Lelisa Desisa, Eliud Kipchoge, Zersenay Tadese",United States,"Tuesday, November 12, 2019"
Movie,Casebusters,1986,TV-PG,46 min,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.,s787,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",United States,"Tuesday, November 12, 2019"
Movie,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),1966,TV-PG,51 min,"Documentary, Family, Variety",Walt Disney talks about Disneyland in 1966. See details for advisory.,s854,Hamilton Luske,Walt Disney,United States,"Tuesday, November 12, 2019"
Movie,Don't Look Under the Bed,1999,TV-PG,93 min,"Coming of Age, Fantasy",Teen Frances McCausland is framed for the Boogeyman's mischievous pranks.,s863,Kenneth Johnson,"Erin Chambers, Eric Hodges II, Eric Hodges, Robin Riker, Steve Valentine, Jake Sakson",United States,"Tuesday, November 12, 2019"
Movie,Earth Live,2017,TV-PG,94 min,"Animals & Nature, Documentary, Family","Earth Live gives viewers a unique, live view of wildlife around the world.",s873,Glenn Weiss,"Jane Lynch, Phil Keoghan, Chris Packham",United States,"Tuesday, November 12, 2019"
Movie,Easter Island Unsolved,2018,TV-14,45 min,"Documentary, Historical","Easter Island is a riddle, and its mysterious past may hold clues to its future.",s874,Geoff Luck,Peter Demeo,United States,"Tuesday, November 12, 2019"
Movie,Emil and the Detectives,1964,TV-PG,98 min,"Action-Adventure, Crime, Family","When a young boy's money is stolen, the search is on for the thief.",s878,Peter Tewksbury,"Walter Slezak, Roger Mobley, Heinz Schubert, Peter Ehrlich, Cindy Cassell, Elsa Wagner",United States,"Tuesday, November 12, 2019"
Movie,Empire of Dreams: The Story of the Star Wars Trilogy,2004,TV-14,151 min,Documentary,"Explore the creation of Star Wars, a saga few thought could ever be made.",s879,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",United States,"Tuesday, November 12, 2019"
Movie,Expedition Mars: Spirit & Opportunity,2019,TV-PG,88 min,Documentary,"Expedition Mars explores the epic adventures of the Mars rovers, Spirit and Opportunity.",s883,Mark Davis,Bray Poor,United States,"Tuesday, November 12, 2019"
Movie,Flowers and Trees,1932,TV-Y7,8 min,"Animation, Family, Kids","It's spring, and the flowers, mushrooms, and trees come to life. See details for advisory.",s894,Burt Gillett,,United States,"Tuesday, November 12, 2019"
Movie,Free Solo,2018,TV-PG,101 min,"Action-Adventure, Documentary, Sports",Free solo climber Alex Honnold prepares to scale El Capitan in Yosemite without a rope.,s902,"Elizabeth Vasarhelyi, Jimmy Chin","Alex Honnold, Tommy Caldwell",United States,"Tuesday, November 12, 2019"
Movie,Halloweentown,1998,TV-PG,84 min,"Action-Adventure, Comedy, Coming of Age",Marnie and her siblings discover their spooky heritage in Halloweentown.,s927,Duwayne Dunham,"Debbie Reynolds, Judith Hoag, Kimberly Brown, Joey Zimmerman, Phillip Van Dyke, Emily Roeske",United States,"Tuesday, November 12, 2019"
Movie,Halloweentown II: Kalabar's Revenge,2001,TV-PG,81 min,"Action-Adventure, Fantasy",A warlock with a devious plan has stripped Halloweentown of its magic.,s929,Mary Lambert,"Kimberly Brown, Judith Hoag, Daniel Kountz, Joseph Zimmerman, Emily Roeske, Phillip Van Dyke",United States,"Tuesday, November 12, 2019"
Movie,Into the Grand Canyon,2019,TV-PG,82 min,"Action-Adventure, Animals & Nature, Documentary","Two friends set out to traverse the Grand Canyon by foot, revealing its beauty and challenges.",s965,Pete McBride,,United States,"Tuesday, November 12, 2019"
Movie,Jack,1996,PG-13,113 min,"Comedy, Coming of Age, Drama",A mischievous 10-year-old boy lives life in a grown-up's body.,s972,Francis Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby, Fran Drescher",United States,"Tuesday, November 12, 2019"
Movie,Jungle Cat,1960,TV-PG,70 min,"Animals & Nature, Documentary, Family",An intimate glimpse into the life-and-death struggles of a jaguar family.,s986,James Algar,Winston Hibler,United States,"Tuesday, November 12, 2019"
Movie,LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",The enraged Emperor sends Darth Vader to destroy Luke.,s1008,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",United States,"Tuesday, November 12, 2019"
Movie,LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Luke Skywalker accidently opens a remaining holocron.,s1010,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Kirby Morrow, Sam Vincent",United States,"Tuesday, November 12, 2019"
Movie,LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Yoda and Obi-Wan recall freeing the Holocrons from the Temple.,s1011,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Sam Vincent, Kelly Metzger",United States,"Tuesday, November 12, 2019"
Movie,LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,2014,TV-Y7,24 min,"Action-Adventure, Animation, Comedy",Obi-Wan urges Luke to travel to Tatooine.,s1012,Michael Hegner,"Tom Kane, Anthony Daniels, Matt Sloan, Trevor Devall, Brian Drummond, Michael Donovan",United States,"Tuesday, November 12, 2019"
Movie,Lend a Paw,1941,TV-Y7,8 min,"Animation, Family, Kids",Pluto's jealousy of a kitten leaves him conflicted about rescuing it. See details for advisory.,s1014,Clyde Geronimi,,United States,"Tuesday, November 12, 2019"
Movie,Life-Size 2,2018,TV-14,82 min,"Comedy, Coming of Age, Fantasy",Eve magically awakes to help get Grace back on track.,s1019,Steven Tsuchida,"Tyra Banks, Francia Raisa, Gavin Stenhouse, Hank Chen, Alison Fernandez, Shanica Knowles",United States,"Tuesday, November 12, 2019"
Movie,Lilo & Stitch,2002,TV-PG,86 min,"Action-Adventure, Animation, Family",A little girl adopts a wanted alien wreaking havoc on the Hawaiian Islands.,s1021,"Christopher Sanders, Dean DeBlois","Daveigh Chase, Christopher Sanders, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames",United States,"Tuesday, November 12, 2019"
Movie,Lonesome Ghosts,1937,TV-Y7,9 min,"Animation, Family, Kids","Mickey Mouse, Donald Duck and Goofy run a ghost exterminating agency. See details for advisory.",s1024,Burt Gillett,,United States,"Tuesday, November 12, 2019"
Movie,Mars: Inside SpaceX,2018,TV-PG,47 min,Documentary,Go behind the scenes as Elon Musk and his engineers prepare for the Falcon Heavy rocket launch.,s1032,Julia Reagan,,United States,"Tuesday, November 12, 2019"
Movie,Marvel Rising: Secret Warriors,2018,TV-Y7-FV,80 min,"Action-Adventure, Animation, Coming of Age",Marvel’s young powered heroes join forces to protect the Universe.,s1035,Alfred Gimeno,"Dee Baker, Chloe Bennet, Kathreen Khavari, Andrew Kishino, Meera Kumbhani, Kamil McFadden",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Ant-Man,2015,PG-13,119 min,"Action-Adventure, Comedy, Science Fiction",Scott Lang and Dr. Hank Pym plan a heist that could save the world.,s1038,Peyton Reed,"Paul Rudd, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip Harris",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Avengers: Age of Ultron,2015,PG-13,143 min,"Action-Adventure, Science Fiction, Superhero",Tony Stark unwittingly creates an A.I. monster bent on destroying mankind.,s1039,Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Jeremy Renner",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Avengers: Endgame,2019,PG-13,183 min,"Action-Adventure, Fantasy, Science Fiction","The epic finale to the Infinity Saga, this dramatic showdown pits the Avengers against Thanos.",s1040,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Captain America: Civil War,2016,PG-13,150 min,"Action-Adventure, Science Fiction, Superhero","Captain America and Iron Man clash, causing the Avengers to choose sides.",s1041,"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie, Don Cheadle",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Captain America: The First Avenger,2011,PG-13,126 min,"Action-Adventure, Science Fiction, Superhero",A top-secret research project turns Steve Rogers into Captain America.,s1042,Joe Johnston,"Chris Evans, Tommy Jones, Hugo Weaving, Hayley Atwell, Sebastian Stan, Dominic Cooper",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Captain America: The Winter Soldier,2014,PG-13,138 min,"Action-Adventure, Science Fiction, Superhero",Captain America and Black Widow join forces against the Winter Soldier.,s1043,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Doctor Strange,2016,PG-13,116 min,"Action-Adventure, Fantasy, Superhero",A famous surgeon battles unseen forces bent on destroying our reality.,s1045,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Guardians of the Galaxy,2014,PG-13,122 min,"Action-Adventure, Comedy, Science Fiction",A group of misfit heroes become the object of an unrelenting bounty hunt.,s1046,James Gunn,"Chris Pratt, Zoë Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Guardians of the Galaxy Vol. 2,2017,PG-13,137 min,"Action-Adventure, Comedy, Science Fiction",The Guardians fight to keep their newfound family together as they discover Quill's parentage.,s1047,James Gunn,"Chris Pratt, Bradley Cooper, Vin Diesel, Pom Klementieff, Zoë Saldana, Dave Bautista",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Iron Man 2,2010,PG-13,125 min,"Action-Adventure, Science Fiction, Superhero",Inventor Tony Stark forges new alliances to confront powerful enemies.,s1049,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Clark Gregg",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Iron Man 3,2013,PG-13,132 min,"Action-Adventure, Science Fiction, Superhero","His personal world destroyed, Tony Stark embarks on a harrowing quest to find those responsible.",s1050,Shane Black,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall, Stephanie Szostak",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' The Avengers,2012,PG-13,145 min,"Action-Adventure, Fantasy, Science Fiction",Nick Fury recruits a team of heroes to battle an unexpected enemy.,s1051,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson, Jeremy Renner",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Thor,2011,PG-13,116 min,"Action-Adventure, Fantasy, Superhero","Thor, Asgard's greatest hero, reignites an ancient war that he must take part in from Earth.",s1052,Kenneth Branagh,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Kat Dennings",United States,"Tuesday, November 12, 2019"
Movie,Marvel Studios' Thor: The Dark World,2013,PG-13,114 min,"Action-Adventure, Fantasy, Science Fiction",Thor must set out on his most dangerous and personal journey yet.,s1053,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Rene Russo, Stellan Skarsgård",United States,"Tuesday, November 12, 2019"
Movie,Melody Time,1948,TV-PG,76 min,"Animation, Anthology, Family",Classic stories blend high-spirited music and unforgettable characters. See details for advisory.,s1069,"Clyde Geronimi, Jack Kinney, Hamilton Luske","Roy Rogers, Trigger , Dennis Day, The Andrews Sisters , Fred Waring and His Pennsylvanians , Freddy Martin",United States,"Tuesday, November 12, 2019"
Movie,Miracle at Midnight,1998,TV-14,89 min,"Drama, Historical",A family risks their lives to help their neighbors escape the Nazis.,s1085,Ken Cameron,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",United States,"Tuesday, November 12, 2019"
Movie,Mission to the Sun,2018,TV-PG,44 min,Documentary,A NASA mission to study the sun gathers data on potentially devastating solar storms.,s1088,Daniel Smith,"Henry Goodman, Jack Baker",United States,"Tuesday, November 12, 2019"
Movie,Mr. Boogedy,1986,TV-PG,46 min,"Comedy, Fantasy",A New England family finds their new home is haunted by a local legend.,s1094,Oz Scott,"Richard Masur, Mimi Kennedy, Benjamin Gregory, David Faustino, Kristy Swanson, Howard Witt",United States,"Tuesday, November 12, 2019"
Movie,Once Upon a Mattress,2005,TV-PG,88 min,"Comedy, Family, Fantasy","A fractured retelling of the classic ""The Princess and The Pea.""",s1111,Kathleen Marshall,"Carol Burnett, Tracey Ullman, Denis O'Hare, Zooey Deschanel, Michael Boatman, Edward Hibbert",United States,"Tuesday, November 12, 2019"
Movie,Paris To Pittsburgh,2018,TV-PG,77 min,Documentary,Americans are demanding action on climate change and taking matters into their own hands.,s1117,"Sidney Beaumont, Michael Bonfiglio",Rachel Brosnahan,United States,"Tuesday, November 12, 2019"
Movie,Pirates of the Caribbean: At World's End,2007,PG-13,169 min,"Action-Adventure, Fantasy",An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.,s1132,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Chow Yun-Fat",United States,"Tuesday, November 12, 2019"
Movie,Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,152 min,"Action-Adventure, Fantasy","Captain Jack Sparrow must seize the ""Dead Man's Chest"" to cheat death.",s1133,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Jack Davenport",United States,"Tuesday, November 12, 2019"
